Full Location Name	Latitude	Longitude	Public Notes	Private Notes	Trimmed Name	Alternate Names	Parent	Secondary Parents	Validity
Montebello Islands, Western Australia, Australia	-20.434959	115.529508	.	.	Montebello Islands	.	Western Australia, Australia	Northwestern Australia	.
Northwestern Australia	-20.654818	116.708354	Northwest coast of Western Australia from Broome to Exmouth	Using Dampier	Northwestern Australia	.	Western Australia, Australia	.	.
Perth, Western Australia, Australia	-31.973377	115.851651	.	.	Perth	.	Western Australia, Australia	.	.
Mo'orea, Windward Islands, Society Islands, French Polynesia	-17.536902	-148.834630	.	.	Mo'orea	Moorea	Windward Islands, Society Islands, French Polynesia	.	.
Tahiti, Windward Islands, Society Islands, French Polynesia	-17.666667	-149.416667	.	.	Tahiti	.	Windward Islands, Society Islands, French Polynesia	.	.
Oreste Point, Hajjah Governorate, Yemen	16.386389	42.768889	.	coords from paper	Oreste Point	.	Hajjah Governorate, Yemen	.	.
Perim Island, Taizz Governorate, Yemen	12.660000	43.420000	.	.	Perim Island	Mayyun	Taizz Governorate, Yemen	.	.
Socotra, Yemen	12.510000	53.920000	.	Island in Indian Ocean, near Somalia	Socotra	.	Yemen	Arabian Sea	.
Lanyang River, Yilan, Taiwan	24.714859	121.775952	.	.	Lanyang River	.	Yilan, Taiwan	.	.
Chukwani, Zanzibar, Unguja, Tanzania	-6.222047	39.203767	.	.	Chukwani	.	Zanzibar, Unguja, Tanzania	.	.
Ningbo, Zhejiang, China	29.971445	121.751173	.	.	Ningbo	Ninpo	Zhejiang, China	.	.
Wenzhou, Zhejiang, China	28.021397	120.674950	.	.	Wenzhou	Wenchow	Zhejiang, China	.	.
Yanting, Wenzhou, Zhejiang, China	27.431664	120.650947	.	.	Yanting	.	Wenzhou, Zhejiang, China	.	.
Pacific Ocean	21.466667	-157.983333	.	.	Pacific Ocean	.	.	.	.
Western Pacific Ocean	15.000000	147.000000	.	.	Western Pacific Ocean	South Sea	Pacific Ocean	Indo-West Pacific Oceans	.
Gulf coast of United States	29.950000	-90.066667	.	.	Gulf coast of United States	.	Atlantic and Gulf coasts of United States	Gulf of Mexico	.
Atlantic coast of Costa Rica	9.993877	-83.041361	.	.	Atlantic coast of Costa Rica	.	Costa Rica	Atlantic coast of Central America	.
Lucayan Archipelago	23.740000	-75.370000	.	.	Lucayan Archipelago	.	West Indies	.	.
Greater Antilles	21.983333	-79.033333	.	.	Greater Antilles	.	Antilles	.	.
Leeward Antilles	12.186111	-68.989444	.	.	Leeward Antilles	.	Lesser Antilles	.	.
Piura Region, Peru	-5.211635	-81.195239	.	.	Piura Region	.	Peru	.	.
Sechura Province, Piura Region, Peru	-5.617181	-80.851594	.	.	Sechura Province	.	Piura Region, Peru	.	.
Tumbes Region, Peru	-3.696449	-80.710532	.	.	Tumbes Region	.	Peru	.	.
Tumbes Province, Tumbes Region, Peru	-3.520823	-80.513914	.	.	Tumbes Province	.	Tumbes Region, Peru	.	.
Zarumilla Province, Tumbes Region, Peru	-3.432366	-80.284887	.	.	Zarumilla Province	.	Tumbes Region, Peru	.	.
Estero Las Garzas, Puerto Pizarro, Tumbes Province, Tumbes Region, Peru	-3.501192	-80.392917	Exact location within Puerto Pizarro unknown	.	Estero Las Garzas	.	Puerto Pizarro, Tumbes Province, Tumbes Region, Peru	.	.
Estero La Yarnina, Peru	-12.065965	-77.160180	Location within Peru unknown	.	Estero La Yarnina	.	Peru	.	.
Valparaíso Region, Chile	-33.042430	-71.611624	.	.	Valparaíso Region	.	Chile	.	.
Buenos Aires Province, Argentina	-38.441664	-58.239173	Province	.	Buenos Aires	.	Argentina	.	.
Carabobo, Venezuela	10.494127	-68.088722	State	.	Carabobo	.	Venezuela	.	.
Delta Amacuro, Venezuela	9.224686	-60.762597	State	.	Delta Amacuro	.	Venezuela	.	.
Zulia, Venezuela	9.072609	-71.705408	State	.	Zulia	.	Venezuela	.	.
Nueva Esparta, Venezuela	10.862366	-64.063149	State	.	Nueva Esparta	.	Venezuela	.	.
Huelva, Andalusia, Spain	37.127269	-6.816938	Province	.	Huelva	.	Andalusia, Spain	.	.
Kilifi County, Kenya	-3.629666	39.822649	.	.	Kilifi County	.	Kenya	.	.
Kwale County, Kenya	-4.427581	39.538013	.	.	Kwale County	.	Kenya	.	.
Lindi Region, Tanzania	-9.125442	39.589010	.	.	Lindi Region	.	Tanzania	.	.
Tanga Region, Tanzania	-5.296029	39.056542	.	.	Tanga Region	.	Tanzania	.	.
Hormozgan Province, Iran	27.166037	56.652783	.	.	Hormozgan Province	.	Iran	.	.
Hajjah Governorate, Yemen	16.133684	42.816447	.	.	Hajjah Governorate	.	Yemen	Red Sea coast of Yemen	.
Taizz Governorate, Yemen	13.195330	43.259634	.	.	Taizz Governorate	.	Yemen	Red Sea coast of Yemen	.
Red Sea coast of Saudi Arabia	21.714335	38.964365	.	.	Red Sea coast of Saudi Arabia	.	Saudi Arabia	Red Sea	.
Red Sea coast of Yemen	14.717237	42.935923	.	.	Red Sea coast of Yemen	.	Yemen	Red Sea	.
Red Sea Governorate, Egypt	26.014917	34.321405	.	.	Red Sea Governorate	.	Egypt	.	.
Suez Governorate, Egypt	29.595039	32.339746	.	.	Suez Governorate	.	Egypt	Gulf of Suez, Egypt	.
Far East Tuamotu Group, Tuamotu Islands, French Polynesia	-21.833333	-138.833333	.	.	Far East Tuamotu Group	.	Tuamotu Islands, French Polynesia	.	.
Kiribati Line Islands, Kiribati	-2.000000	-156.500000	.	.	Kiribati Line Islands	.	Kiribati	Line Islands	.
Mauritius (Republic)	-20.200000	57.500000	.	.	Mauritius (Republic)	.	.	Mascarene Islands	.
Line Islands	-2.000000	-156.500000	.	.	Line Islands	.	.	Western Pacific Ocean	.
Polynesia	-10.000000	-150.000000	.	.	Polynesia	.	Oceania	Western Pacific Ocean	.
Melanesia	-9.000000	160.000000	.	.	Melanesia	.	Oceania	Western Pacific Ocean	.
Federated States of Micronesia	6.916667	158.183333	.	.	Federated States of Micronesia	.	.	Micronesia	.
Oceania	-23.999905	164.736859	Region comprising Australasia, Melanesia, Micronesia and Polynesia	.	Oceania	.	Indo-West Pacific Oceans	.	.
Andhra Pradesh, India	16.318982	81.719763	State	.	Andhra Pradesh	.	India	Southeastern India;Bay of Bengal;East coast of India	.
Visakhapatnam, Andhra Pradesh, India	17.688622	83.291429	.	.	Visakhapatnam	.	Andhra Pradesh, India	.	.
Cuddalore District, Tamil Nadu, India	11.588399	79.757146	District	.	Cuddalore District	.	Tamil Nadu, India	.	.
Ramanathapuram District, Tamil Nadu, India	9.280569	79.189892	District	.	Ramanathapuram District	.	Tamil Nadu, India	.	.
Thoothukudi District, Tamil Nadu, India	8.745719	78.217908	District	.	Thoothukudi District	.	Tamil Nadu, India	.	.
South 24 Parganas, West Bengal, India	21.605819	88.396304	District	.	South 24 Parganas	.	West Bengal, India	.	.
Odisha, India	19.986232	86.363576	State	.	Odisha	Orissa	India	Bay of Bengal;East coast of India	.
Kollam District, Kerala, India	8.934494	76.535052	District	.	Kollam District	.	Kerala, India	.	.
Kannur District, Kerala, India	11.852296	75.367443	District	.	Kannur District	.	Kerala, India	.	.
Ernakulam District, Kerala, India	9.972960	76.238324	District	.	Ernakulam District	.	Kerala, India	.	.
Sindhudurg District, Maharashtra, India	16.093265	73.460437	District	.	Sindhudurg District	.	Maharashtra, India	.	.
Kanyakumari District, Tamil Nadu, India	8.132118	77.304265	District	.	Kanyakumari District	.	Tamil Nadu, India	.	.
Gujarat, India	21.153050	70.044829	State	.	Gujarat	.	India	West coast of India	.
Khánh Hòa Province, Vietnam	12.306496	109.240822	.	.	Khánh Hòa Province	.	Vietnam	.	.
Nam Định Province, Vietnam	20.144949	106.327002	.	.	Nam Định Province	.	Vietnam	.	.
Haiphong, Vietnam	20.865139	106.683833	.	.	Haiphong	.	Vietnam	.	.
East coast of Thailand	11.507152	99.632587	.	.	East coast of Thailand	.	Thailand	Western Pacific Ocean	.
North Sumatra, Sumatra, Indonesia	2.314021	99.230083	Province	.	North Sumatra	.	Sumatra, Indonesia	.	.
Central Java, Java, Indonesia	-7.311721	110.021762	Province	.	Central Java	.	Java, Indonesia	.	.
South Sulawesi, Sulawesi, Indonesia	-4.119709	120.339748	Province	.	South Sulawesi	.	Sulawesi, Indonesia	.	.
North Sulawesi, Sulawesi, Indonesia	0.806108	124.413721	Province	.	North Sulawesi	.	Sulawesi, Indonesia	.	.
Southeast Sulawesi, Sulawesi, Indonesia	-4.702668	122.509445	Province	.	Southeast Sulawesi	.	Sulawesi, Indonesia	.	.
Central Sulawesi, Sulawesi, Indonesia	-0.583325	120.056437	Province	.	Central Sulawesi	.	Sulawesi, Indonesia	.	.
North Maluku Province, Maluku Islands, Indonesia	0.100227	127.123592	Province	.	North Maluku Province	.	Maluku Islands, Indonesia	.	.
Maluku Province, Maluku Islands, Indonesia	-5.339783	129.643337	Province	.	Maluku Province	.	Maluku Islands, Indonesia	.	.
Papua, New Guinea, Indonesia	-4.038730	137.510245	Province	.	Papua	.	New Guinea, Indonesia	.	.
East Kalimantan, Borneo, Indonesia	-0.104688	117.468809	Province	.	East Kalimantan	.	Borneo, Indonesia	.	.
West Kalimantan, Borneo, Indonesia	-0.593570	109.388365	Province	.	West Kalimantan	.	Borneo, Indonesia	.	.
Central Province, Papua New Guinea	-9.475486	147.150164	Province	.	Central Province	.	Papua New Guinea	.	.
Manus Province, Papua New Guinea	-1.719035	145.499479	Province	.	Manus Province	.	Papua New Guinea	.	.
West New Britain Province, Papua New Guinea	-5.513900	149.765921	Province	.	West New Britain Province	.	Papua New Guinea	.	.
Milne Bay Province, Papua New Guinea	-9.904394	151.690230	Province	.	Milne Bay Province	.	Papua New Guinea	.	.
Guangdong, China	22.757299	113.627779	.	.	Guangdong	.	China	Southern China	.
Northwestern Queensland, Australia	-17.708132	140.013126	West of Cape York Peninsula	.	Northwestern Queensland	.	Queensland, Australia	Northern Queensland, Australia;Northern Australia	.
Northeastern Queensland, Australia	-15.000000	145.351000	East of Cape York Peninsula, north of -20° latitude	.	Northeastern Queensland	.	Queensland, Australia	Northern Queensland, Australia;Eastern Queensland, Australia	.
Nariño, Colombia	2.500890	-78.523837	Department	.	Nariño	.	Pacific coast of Colombia	.	.
Cauca, Colombia	2.904818	-77.693596	Department	.	Cauca	.	Pacific coast of Colombia	.	.
Valle del Cauca, Colombia	2.904818	-77.693596	Department	.	Valle del Cauca	.	Pacific coast of Colombia	.	.
Atlántico, Colombia	10.898012	-75.046138	Department	.	Atlántico	.	Atlantic coast of Colombia	.	.
Bolívar, Colombia	10.567183	-75.515129	Department	.	Bolívar	.	Atlantic coast of Colombia	.	.
Magdalena, Colombia	11.072399	-74.217832	Department	.	Magdalena	.	Atlantic coast of Colombia	.	.
Gulf coast of Baja California, Mexico	30.003123	-114.548038	.	.	Gulf coast of Baja California	.	Baja California, Mexico	Gulf of California, Mexico;Northern Gulf of California, Mexico	.
Gulf coast of Baja California Sur, Mexico	25.689392	-111.220237	.	.	Gulf coast of Baja California Sur	.	Baja California Sur, Mexico	Gulf of California, Mexico	.
Pacific coast of Baja California Sur, Mexico	26.005782	-112.209006	.	.	Pacific coast of Baja California Sur	.	Baja California Sur, Mexico	.	.
King County, Washington, USA	47.495182	-122.370574	.	.	King County	.	Washington, USA	.	X
San Diego County, California, USA	33.077625	-117.310204	.	.	San Diego County	.	California, USA	.	.
Los Angeles County, California, USA	33.741960	-118.405865	.	.	Los Angeles County	.	California, USA	.	.
Orange County, California, USA	33.598360	-117.894419	.	.	Orange County (California)	.	California, USA	.	.
Santa Barbara County, California, USA	34.411255	-119.881599	.	.	Santa Barbara County	.	California, USA	.	.
Rockingham County, New Hampshire, USA	42.948037	-70.787300	.	.	Rockingham County	.	New Hampshire, USA	.	.
Suffolk County, Massachusetts, USA	42.332304	-71.023967	.	.	Suffolk County (Massachusetts)	.	Massachusetts, USA	.	.
Essex County, Massachusetts, USA	42.712094	-70.818016	.	.	Essex County	.	Massachusetts, USA	.	.
Barnstable County, Massachusetts, USA	41.646247	-70.271602	.	.	Barnstable County	Cape Cod	Massachusetts, USA	.	.
Harwich, Barnstable County, Massachusetts, USA	41.664377	-70.063147	.	.	Harwich	.	Barnstable County, Massachusetts, USA	.	.
Dukes County, Massachusetts, USA	41.442578	-70.735794	.	.	Dukes County	.	Massachusetts, USA	.	.
Bourne, Barnstable County, Massachusetts, USA	41.708038	-70.617870	.	.	Bourne	.	Barnstable County, Massachusetts, USA	.	.
New Haven County, Connecticut, USA	41.290342	-72.920646	.	.	New Haven County	.	Connecticut, USA	.	.
New London County, Connecticut, USA	41.325596	-72.083940	.	.	New London County	.	Connecticut, USA	.	.
Suffolk County, New York, USA	40.966590	-73.009629	.	.	Suffolk County (New York)	.	New York, USA	Long Island, New York, USA	.
Old Field, Suffolk County, New York, USA	40.967778	-73.133172	.	.	Old Field	.	Suffolk County, New York, USA	.	.
Huntington, Suffolk County, New York, USA	40.906569	-73.388868	.	.	Huntington	.	Suffolk County, New York, USA	.	.
Atlantic County, New Jersey, USA	39.378178	-74.414327	.	.	Atlantic County	.	New Jersey, USA	.	.
Ocean County, New Jersey, USA	39.813945	-74.088991	.	.	Ocean County	.	New Jersey, USA	.	.
Cape May County, New Jersey, USA	39.117727	-74.716451	.	.	Cape May County	.	New Jersey, USA	.	FOSSIL
Calvert County, Maryland, USA	38.537513	-76.518119	.	.	Calvert County	.	Maryland, USA	.	.
Worcester County, Maryland, USA	38.230556	-75.243722	.	.	Worcester County	.	Maryland, USA	.	.
Accomack County, Virginia, USA	37.666202	-75.630055	.	.	Accomack County	.	Virginia, USA	.	.
Carteret County, North Carolina, USA	34.789055	-76.504822	.	.	Carteret County	.	North Carolina, USA	.	.
Onslow County, North Carolina, USA	34.542256	-77.342200	.	.	Onslow County	.	North Carolina, USA	.	.
Charleston County, South Carolina, USA	32.783905	-79.786340	.	.	Charleston County	.	South Carolina, USA	.	.
Georgetown County, South Carolina, USA	33.409934	-79.134940	.	.	Georgetown County	.	South Carolina, USA	.	.
Beaufort County, South Carolina, USA	32.306415	-80.735876	.	.	Beaufort County	.	South Carolina, USA	.	.
McIntosh County, Georgia, USA	31.477500	-81.241667	.	.	McIntosh County	.	Georgia, USA	.	.
Chatham County, Georgia, USA	31.931117	-80.991231	.	.	Chatham County	.	Georgia, USA	.	.
Liberty County, Georgia, USA	31.630556	-81.160139	.	.	Liberty County	.	Georgia, USA	.	.
Mobile County, Alabama, USA	30.366334	-88.198597	.	.	Mobile County	.	Alabama, USA	.	.
Baldwin County, Alabama, USA	30.253231	-87.648414	.	.	Baldwin County	.	Alabama, USA	.	.
Jackson County, Mississippi, USA	30.361045	-88.638609	.	.	Jackson County	.	Mississippi, USA	.	.
Orleans Parish, Louisiana, USA	30.072148	-89.807038	.	.	Orelans Parish	.	Louisiana, USA	.	.
Lafourche Parish, Louisiana, USA	29.130228	-90.144439	.	.	Lafourche Parish	.	Louisiana, USA	.	.
Jefferson Parish, Louisiana, USA	29.494425	-90.036444	.	.	Jefferson Parish	.	Louisiana, USA	.	.
Cameron Parish, Louisiana, USA	29.764555	-93.153363	.	.	Cameron Parish	.	Louisiana, USA	.	.
Jefferson County, Texas, USA	29.654494	-94.113258	.	.	Jefferson County	.	Texas, USA	.	.
Nueces County, Texas, USA	27.642979	-97.281962	.	.	Nueces County	.	Texas, USA	Southern Texas, USA	.
Galveston County, Texas, USA	29.287694	-94.809340	.	.	Galveston County	.	Texas, USA	.	.
Orange County, Texas, USA	30.046884	-93.927143	.	.	Orange County (Texas)	.	Texas, USA	.	.
Kleberg County, Texas, USA	27.365696	-97.691419	.	.	Kleberg County	.	Texas, USA	Southern Texas, USA	.
Brazoria County, Texas, USA	28.928079	-95.310104	.	.	Brazoria County	.	Texas, USA	.	.
Duval County, Florida, USA	30.403562	-81.420814	.	.	Duval County	.	Florida, USA	East coast of Florida, USA;Northeastern Florida, USA	.
St. Johns County, Florida, USA	29.989366	-81.314219	.	.	St. Johns County	.	Florida, USA	East coast of Florida, USA;Northeastern Florida, USA	.
Palm Beach County, Florida, USA	26.675235	-80.035454	.	.	Palm Beach County	.	Florida, USA	East coast of Florida, USA	.
Miami-Dade County, Florida, USA	25.571786	-80.303019	.	.	Miami-Dade County	.	Florida, USA	East coast of Florida, USA;Southern Florida, USA	.
Monroe County, Florida, USA	25.571786	-80.303019	.	.	Monroe County	.	Florida, USA	.	.
Collier County, Florida, USA	25.898022	-81.659686	.	.	Collier County	.	Florida, USA	West coast of Florida, USA	.
Indian River County, Florida, USA	27.724783	-80.407082	.	.	Indian River County	.	Florida, USA	East coast of Florida, USA	.
Brevard County, Florida, USA	28.352375	-80.723261	.	.	Brevard County	.	Florida, USA	East coast of Florida, USA	.
Pinellas County, Florida, USA	27.820710	-82.805107	.	.	Pinellas County	.	Florida, USA	West coast of Florida, USA	.
Sarasota County, Florida, USA	27.109988	-82.464744	.	.	Sarasota County	.	Florida, USA	West coast of Florida, USA	.
Lee County, Florida, USA	26.542996	-81.945182	.	.	Lee County	.	Florida, USA	West coast of Florida, USA	.
Charlotte County, Florida, USA	26.961731	-82.106887	.	.	Charlotte County	.	Florida, USA	West coast of Florida, USA	.
Levy County, Florida, USA	29.168943	-82.909406	.	.	Levy County	.	Florida, USA	West coast of Florida, USA;Northwestern Florida, USA	.
Taylor County, Florida, USA	29.945558	-83.732848	.	.	Taylor County	.	Florida, USA	West coast of Florida, USA;Northwestern Florida, USA	.
Franklin County, Florida, USA	29.788948	-84.767497	.	.	Franklin County	.	Florida, USA	West coast of Florida, USA;Northwestern Florida, USA	.
Bay County, Florida, USA	30.161842	-85.676879	.	.	Bay County	.	Florida, USA	West coast of Florida, USA;Northwestern Florida, USA	.
Gulf County, Florida, USA	29.824999	-85.314412	.	.	Gulf County	.	Florida, USA	West coast of Florida, USA;Northwestern Florida, USA	.
Santa Rosa County, Florida, USA	30.447963	-87.076585	.	.	Santa Rosa County	.	Florida, USA	West coast of Florida, USA;Northwestern Florida, USA	.
Escambia County, Florida, USA	30.378495	-87.270281	.	.	Escambia County	.	Florida, USA	West coast of Florida, USA;Northwestern Florida, USA	.
Plymouth County, Massachusetts, USA	42.000752	-70.709704	.	.	Plymouth County	.	Massachusetts, USA	.	.
Scituate, Plymouth County, Massachusetts, USA	42.199172	-70.725906	.	.	Scituate	.	Plymouth County, Massachusetts, USA	.	.
Rubí, Barcelona, Catalonia, Spain	41.485909	2.030027	.	.	Rubí	.	Barcelona, Catalonia, Spain	.	FOSSIL
Catalonia, Spain	41.335081	2.157782	Autonomous Community	.	Catalonia	.	Spain	.	FOSSIL
Barcelona, Catalonia, Spain	41.375798	2.191771	Province	.	Barcelona	.	Catalonia, Spain	.	FOSSIL
Southern Central Java, Java, Indonesia	-7.774598	109.428500	.	.	Southern Central Java	.	Central Java, Java, Indonesia	.	.
Ishigaki, Okinawa, Ryukyu Islands, Japan	24.407777	124.192294	.	.	Ishigaki	.	Okinawa, Ryukyu Islands, Japan	.	.
Nagura River, Ishigaki, Okinawa, Ryukyu Islands, Japan	24.400324	124.144706	.	.	Nagura River	.	Ishigaki, Okinawa, Ryukyu Islands, Japan	.	.
Nakakama River, Iriomote-jima, Okinawa, Ryukyu Islands, Japan	24.287684	123.871855	.	.	Nakakama River	.	Iriomote-jima, Okinawa, Ryukyu Islands, Japan	.	.
Haemi, Iriomote-jima, Okinawa, Ryukyu Islands, Japan	24.271895	123.828957	.	.	Haemi	.	Iriomote-jima, Okinawa, Ryukyu Islands, Japan	.	.
Ohara River, Haemi, Iriomote-jima, Okinawa, Ryukyu Islands, Japan	24.265558	123.880873	.	.	Ohara River	.	Haemi, Iriomote-jima, Okinawa, Ryukyu Islands, Japan	.	.
Nakamazaki, Iriomote-jima, Okinawa, Ryukyu Islands, Japan	24.274135	123.902495	.	.	Nakamazaki	.	Iriomote-jima, Okinawa, Ryukyu Islands, Japan	.	.
Shirahama, Iriomote-jima, Okinawa, Ryukyu Islands, Japan	24.359615	123.746559	.	.	Shirahama	.	Iriomote-jima, Okinawa, Ryukyu Islands, Japan	.	.
Ohara, Haemi, Iriomote-jima, Okinawa, Ryukyu Islands, Japan	24.272199	123.883360	.	.	Ohara	.	Haemi, Iriomote-jima, Okinawa, Ryukyu Islands, Japan	.	.
Saji River, Haemi, Iriomote-jima, Okinawa, Ryukyu Islands, Japan	24.272199	123.883360	Location usure, but flows into Ohara	.	Saji River	.	Ohara, Haemi, Iriomote-jima, Okinawa, Ryukyu Islands, Japan	.	.
Dajia River, Taichung, Taiwan	24.326426	120.565224	.	.	Dajia River	TaChia River	Taichung, Taiwan	.	.
Taichung, Taiwan	24.326256	120.553476	.	.	Taichung	.	Taiwan	.	.
Gaomei Wetlands, Taichung, Taiwan	24.311904	120.549743	.	.	Gaomei Wetlands	Kaomei Wetlands	Taichung, Taiwan	.	.
Bahía Sucia, Puerto Rico	17.962233	-67.183821	.	.	Bahía Sucia	.	Puerto Rico	.	.
Coroa Grande, Rio de Janeiro, Brazil	-22.903687	-43.863488	.	.	Coroa Grande	.	Rio de Janeiro, Brazil	.	.
Yao Yai Island, Phang-nga, Thailand	8.005780	98.593381	.	.	Yao Yai Island	.	Phang-nga, Thailand	.	.
Krabi, Thailand	8.005963	98.948591	.	.	Krabi	.	West coast of Thailand	.	.
Satun, Thailand	6.721371	99.905746	.	.	Satun	.	West coast of Thailand	.	.
Chon Buri, Thailand	13.163854	100.917452	.	.	Chon Buri	.	East coast of Thailand	.	.
Rayong, Thailand	12.586899	101.420317	.	.	Rayong	.	East coast of Thailand	.	.
