Reference	#	Scientific Name	Common Name	Where	Type	Applies to	#	Actual	Source of Actual	Species Notes	General Notes	
Summers1967	1	Uca pugnax	.	text p. 129-136	location	"Fort George Island, Florida, USA"	.	pugilator	Summers1968	"He calls this species <em class=""species"">Uca pugnax</em> in this paper, but corrects this to <em class=""species"">Uca pugilator</em> in a later publication."	.	
Velez1967	1.1	Uca leptodactyla	.	text p. 43	location	Puerto Rico	.	.	.	.	.	
Velez1967	1.2	Uca leptodactyla	.	text p. 43	citation	Rathbun1898	2	=	=	.	.	
Velez1967	1.3	Uca leptodactyla	.	text p. 43	citation	Rathbun1902.1	4	=	=	.	.	
Velez1967	1.4	Uca leptodactyla	.	text p. 43	citation	Rathbun1918.2	32	=	=	.	.	
Velez1967	1.5	Uca leptodactyla	.	text p. 43	citation	Rathbun1933	4	=	=	.	.	
Velez1967	2.1	Uca mordax	.	text p. 43	location	Puerto Rico	.	.	.	.	.	
Velez1967	2.2	Uca mordax	.	text p. 43	citation	Smith1870.2	16	=	=	.	.	
Velez1967	2.3	Uca mordax	.	text p. 43	citation	Rathbun1902.1	1	=	=	.	.	
Velez1967	2.4	Uca mordax	.	text p. 43	citation	Rathbun1918.2	11	=	=	.	.	
Velez1967	2.5	Uca mordax	.	text p. 43	citation	Rathbun1933	1	=	=	.	.	
Velez1967	3.1	Uca pugnax rapax	.	text p. 43	location	Puerto Rico	.	rapax	<	.	.	
Velez1967	3.2	Uca pugnax rapax	.	text p. 43	citation	Smith1870.2	15	=	=	.	.	
Velez1967	3.3	Uca pugnax rapax	.	text p. 43	citation	Rathbun1902.1	2	=	=	.	.	
Velez1967	3.4	Uca pugnax rapax	.	text p. 43	citation	Rathbun1918.2	14	=	=	.	.	
Velez1967	3.5	Uca pugnax rapax	.	text p. 43	citation	Rathbun1933	2	=	=	.	.	
Velez1967	4.1	Uca thayeri	.	text p. 43	location	Puerto Rico	.	thayeri	<	.	.	
Velez1967	4.2	Uca thayeri	.	text p. 43	citation	Rathbun1900.3	3	=	=	.	.	
Velez1967	4.3	Uca thayeri	.	text p. 43	citation	Rathbun1902.1	5	=	=	.	.	
Velez1967	4.4	Uca thayeri	.	text p. 43	citation	Rathbun1918.2	19	=	=	.	.	
Velez1967	4.5	Uca thayeri	.	text p. 43	citation	Rathbun1933	3	=	=	.	.	
Teal1967	1.1	Uca pugnax	.	text p. 83-90	location	"Sapelo Island, Georgia, USA"	.	pugnax	<	.	.	
Teal1967	1.2	Uca pugnax	.	text p. 83-90	location	"Woods Hole, Massachusetts, USA"	.	pugnax	<	.	.	
Teal1967	2.1	Uca pugilator	.	text p. 83-90	location	"Sapelo Island, Georgia, USA"	.	pugilator	<	.	.	
Teal1967	2.2	Uca pugilator	.	text p. 83-90	location	"Woods Hole, Massachusetts, USA"	.	pugilator	<	.	.	
Vernberg1967.1	1.1	Uca rapax	.	text p. 118-120	location	Brazil	.	rapax	<	.	.	
Vernberg1967.1	1.2	Uca rapax	.	text p. 118-120	citation	Vernberg1959.1	2	=	=	.	.	
Vernberg1967.1	1.3	Uca rapax	.	text p. 118-120	citation	Vernberg1959.3	1	=	=	.	.	
Vernberg1967.1	2	Uca uruguayensis	.	text p. 119-120	location	Brazil	.	uruguayensis	<	.	.	
Vernberg1967.1	3	Uca thayeri	.	text p. 120	location	Brazil	.	thayeri	<	.	.	
Vernberg1967.1	4	Uca salsisitus	.	text p. 120	location	Brazil	.	rapax	>MSR:synonymy	.	.	
Vernberg1967.1	5.1	Uca pugilator	.	text p. 121	citation	Teal1958	2	=	=	.	.	
Vernberg1967.1	5.2	Uca pugilator	.	text p. 121	citation	Orr1955	1	=	=	.	.	
Salmon1967	1.1	Uca tangeri	.	"text p. 449, 454, 457"	citation	Altevogt1959.1	1	=	=	.	.	
Salmon1967	1.2	Uca tangeri	.	"text p. 449, 454, 457"	citation	vonHagen1961	1	=	=	.	.	
Salmon1967	1.3	Uca tangeri	.	"text p. 449, 454, 457"	citation	vonHagen1962.1	1	=	=	.	.	
Salmon1967	2.1	Uca pugilator	.	"text p. 449, 451, 453-454, 457-458"	citation	Burkenroad1947	1	=	=	.	.	
Salmon1967	2.2	Uca pugilator	.	"text p. 449, 451, 453-454, 457-458"	citation	Salmon1962.2	1	=	=	.	.	
Salmon1967	2.3	Uca pugilator	.	"text p. 449, 451, 453-454, 457-458"	citation	Salmon1965	1	=	=	.	.	
Salmon1967	2.4	Uca pugilator	.	"text p. 449, 451, 453-454, 457-458"	citation	Rathbun1918.2	15	=	=	.	.	
Salmon1967	2.5	Uca pugilator	.	"text p. 449, 451, 453-454, 457-458"	citation	Edwards1950	2	=	=	.	.	
Salmon1967	2.6	Uca pugilator	.	"text p. 449, 451, 453-454, 457-458"	location	"Florida, USA"	.	pugilator	<	.	.	
Salmon1967	3.1	Uca pugnax	.	"text p. 449-454, 456-458; plates 9: figure 4, 10: figure 5"	citation	Crane1943.3	1	=	=	.	.	
Salmon1967	3.2	Uca pugnax	.	"text p. 449-454, 456-458; plates 9: figure 4, 10: figure 5"	citation	Salmon1965	2	=	=	.	.	
Salmon1967	3.3	Uca pugnax	.	"text p. 449-454, 456-458; plates 9: figure 4, 10: figure 5"	citation	Tashian1958	1	=	=	.	.	
Salmon1967	3.4	Uca pugnax	.	"text p. 449-454, 456-458; plates 9: figure 4, 10: figure 5"	location	"Northeastern Florida, USA"	.	pugnax	<	.	.	
Salmon1967	3.5	Uca pugnax	.	"text p. 449-454, 456-458; plates 9: figure 4, 10: figure 5"	location	"Northwestern Florida, USA"	.	longisignalis	Barnwell1968.2	.	.	
Salmon1967	4.1	Uca minax	.	text p. 449-450	citation	Crane1943.3	2	=	=	.	.	
Salmon1967	4.2	Uca minax	.	text p. 449-450	citation	Salmon1965	3	=	=	.	.	
Salmon1967	4.3	Uca minax	.	text p. 449-450	citation	Rathbun1918.2	10	=	=	.	.	
Salmon1967	4.4	Uca minax	.	text p. 449-450	location	"Northwestern Florida, USA"	.	minax	<	.	.	
Salmon1967	5.1	Uca rapax	.	"text p. 449-458; plates 9: figure 3, 10: figure 5"	citation	Crane1943.2	5	=	=	.	.	
Salmon1967	5.2	Uca rapax	.	"text p. 449-458; plates 9: figure 3, 10: figure 5"	citation	Rathbun1918.2	14	=	=	.	.	
Salmon1967	5.3	Uca rapax	.	"text p. 449-458; plates 9: figure 3, 10: figure 5"	citation	Tashian1958	2	=	=	.	.	
Salmon1967	5.4	Uca rapax	.	"text p. 449-458; plates 9: figure 3, 10: figure 5"	location	"Florida, USA"	.	rapax	<	.	.	
Salmon1967	6.1	Uca mordax	.	"text p. 449-454, 456-459; plate 10: figure 5"	citation	Crane1943.2	2	=	=	.	.	
Salmon1967	6.2	Uca mordax	.	"text p. 449-454, 456-459; plate 10: figure 5"	citation	Rathbun1918.2	11	=	=	.	.	
Salmon1967	6.3	Uca mordax	.	"text p. 449-454, 456-459; plate 10: figure 5"	location	"East coast of Florida, USA"	.	burgersi	vonHagen1975	.	.	
Salmon1967	7.1	Uca speciosa	.	text p. 449-459; plate 9: figures 3-4	citation	Crane1957	48	=	=	.	.	
Salmon1967	7.2	Uca speciosa	.	text p. 449-459; plate 9: figures 3-4	citation	Rathbun1918.2	20	=	=	.	.	
Salmon1967	7.3	Uca speciosa	.	text p. 449-459; plate 9: figures 3-4	location	"Florida, USA"	.	speciosa	<	.	.	
Salmon1967	8	Uca leptodactyla	.	"text p. 449, 451"	citation	Rathbun1918.2	32	=	=	.	.	
Salmon1967	9	Uca thayeri	.	text p. 451	location	"Florida, USA"	.	thayeri	<	.	.	
vonHagen1967.2	1	Uca rapax	.	"text p. 301-303, 306-307, 309-310, 312, 315, 317"	location	Trinidad	.	rapax	<	.	.	
vonHagen1967.2	2.1	Uca tangeri	.	"text p. 302-303, 305, 310-311, 315, 317"	citation	Altevogt1964.2	1	=	=	.	.	
vonHagen1967.2	2.2	Uca tangeri	.	"text p. 302-303, 305, 310-311, 315, 317"	citation	Altevogt1959.1	1	=	=	.	.	
vonHagen1967.2	3	Uca leptodactyla	.	"text p. 303, 307-308, 310, 317"	location	Trinidad	.	leptodactyla	<	.	.	
vonHagen1967.2	4	Uca maracoani	.	text p. 310-311	n/a	.	.	maracoani	<	.	.	
vonHagen1967.2	5	Uca major	.	text p. 311-312	location	Trinidad	.	major	<	.	.	
vonHagen1967.2	6	Uca pugilator	.	text p. 313	citation	Herrnkind1965	.	=	=	.	.	
Crane1967	1	Uca rapax	.	"text p. 49, 51-58, 66, 69-74"	location	Trinidad	.	rapax	<	.	.	
Crane1967	2	Uca pugnax	.	text p. 50	n/a	.	.	pugnax	<	.	.	
Crane1967	3	Uca pugilator	.	text p. 50	n/a	.	.	pugilator	<	.	.	
Crane1967	4	Uca bellator	.	"text p. 50, 69"	n/a	.	.	bellator	<	.	.	
Crane1967	5	Uca cumulanta	.	"text p. 51, 69-70"	location	Trinidad	.	cumulanta	<	.	.	
Crane1967	6	Uca maracoani	.	"text p. 62, 69-70"	citation	Crane1958	1	=	=	.	.	
Crane1967	7	Uca dussumieri	.	text p. 69	n/a	.	.	dussumieri	<	.	.	
Crane1967	8	Uca coarctata	.	text p. 69	n/a	.	.	coarctata	<	.	.	
Crane1967	9	Uca urvillei	.	text p. 69	n/a	.	.	urvillei	<	.	.	
Crane1967	10	Uca tetragonon	.	text p. 69	n/a	.	.	tetragonon	<	.	.	
Crane1967	11	Uca vocans	.	text p. 69	n/a	.	.	vocans	<	.	.	
Crane1967	12	Uca chlorophthalmus	.	text p. 69-70	n/a	.	.	chlorophthalmus	<	.	.	
Crane1967	13	Uca inversa	.	text p. 69-70	n/a	.	.	inversa	<	.	.	
Crane1967	14	Uca insignis	.	text p. 69-70	n/a	.	.	insignis	<	.	.	
Crane1967	15	Uca inaequalis	.	text p. 69-70	n/a	.	.	inaequalis	<	.	.	
Crane1967	16	Uca lactea	.	text p. 69-70	n/a	.	.	lactea	<	.	.	
Crane1967	17	Uca deichmanni	.	text p. 69	n/a	.	.	deichmanni	<	.	.	
Crane1967	18	Uca tangeri	.	text p. 70	n/a	.	.	tangeri	<	.	.	
Wallace1967	1	Uca pugilator	.	"text p. 1583, 1585-1588"	location	"Woods Hole, Massachusetts, USA"	.	pugilator	<	.	.	
Bartell1967.2	1	Uca pugilator	.	text p. 458	n/a	.	.	pugilator	<	.	.	
Eisen1967	1	Uca pugilator	.	text p. 463	n/a	.	.	pugilator	<	.	.	
Green1967	1	Uca pugnax	.	text p. 466	location	"Woods Hole, Massachusetts, USA"	.	pugnax	<	.	.	
Green1967	2	Uca pugilator	.	text p. 466	location	"Woods Hole, Massachusetts, USA"	.	pugilator	<	.	.	
Stillman1967	1	Uca pugilator	.	text p. 487	location	"West Harwich, Massachusetts, USA"	.	pugilator	<	.	.	
Fingerman1967.3	1.1	Uca pugilator	.	text p. 448	citation	Sandeen1950	1	=	=	.	.	
Fingerman1967.3	1.2	Uca pugilator	.	text p. 448	n/a	.	.	pugilator	<	.	.	
Rao1967.4	1.1	Uca pugilator	.	text p. 448	citation	Brown1948.1	1	=	=	.	.	
Rao1967.4	1.2	Uca pugilator	.	text p. 448	citation	Sandeen1950	1	=	=	.	.	
Rao1967.4	1.3	Uca pugilator	.	text p. 448	location	"Woods Hole, Massachusetts, USA"	.	pugilator	<	.	.	
Rao1967.4	1.4	Uca pugilator	.	text p. 448	location	"Panacea, Florida, USA"	.	?	>MSR:geography	.	.	
Rao1967.5	1	Uca pugilator	.	text p. 479-480	n/a	.	.	pugilator	<	.	.	
Lockwood1967	1	Uca crenulata	.	text p. 20	citation	Jones1941	1	=	=	.	.	
Lockwood1967	2.1	Uca minax	.	"text p. 57-58, 136-137, 147-149, 153"	citation	Teal1958	1	=	=	.	.	
Lockwood1967	2.2	Uca minax	.	"text p. 57-58, 136-137, 147-149, 153"	citation	Teal1959	1	=	=	.	.	
Lockwood1967	2.3	Uca minax	.	"text p. 57-58, 136-137, 147-149, 153"	citation	Vernberg1956	1	=	=	.	.	
Lockwood1967	2.4	Uca minax	.	"text p. 57-58, 136-137, 147-149, 153"	citation	Gray1957	1	=	=	.	.	
Lockwood1967	3.1	Uca pugilator	.	"text p. 57-58, 73, 87, 127, 135, 143, 145, 147-149, 153, 231"	citation	Teal1958	2	=	=	.	.	
Lockwood1967	3.2	Uca pugilator	.	"text p. 57-58, 73, 87, 127, 135, 143, 145, 147-149, 153, 231"	citation	Robertson1960	1	=	=	.	.	
Lockwood1967	3.3	Uca pugilator	.	"text p. 57-58, 73, 87, 127, 135, 143, 145, 147-149, 153, 231"	citation	Brown1949.2	1	=	=	.	.	
Lockwood1967	3.4	Uca pugilator	.	"text p. 57-58, 73, 87, 127, 135, 143, 145, 147-149, 153, 231"	citation	Dean1965	1	=	=	.	.	
Lockwood1967	3.5	Uca pugilator	.	"text p. 57-58, 73, 87, 127, 135, 143, 145, 147-149, 153, 231"	citation	Edwards1950	2	=	=	.	.	
Lockwood1967	3.6	Uca pugilator	.	"text p. 57-58, 73, 87, 127, 135, 143, 145, 147-149, 153, 231"	citation	Vernberg1956	2	=	=	.	.	
Lockwood1967	3.7	Uca pugilator	.	"text p. 57-58, 73, 87, 127, 135, 143, 145, 147-149, 153, 231"	citation	Gray1957	3	=	=	.	.	
Lockwood1967	3.8	Uca pugilator	.	"text p. 57-58, 73, 87, 127, 135, 143, 145, 147-149, 153, 231"	citation	Teal1959	2	=	=	.	.	
Lockwood1967	3.9	Uca pugilator	.	"text p. 57-58, 73, 87, 127, 135, 143, 145, 147-149, 153, 231"	citation	Clark1896	2	=	=	.	.	
Lockwood1967	4.1	Uca pugnax	.	"text p. 57-58, 136-137, 143, 145-149, 153"	citation	Teal1958	3	=	=	.	.	
Lockwood1967	4.2	Uca pugnax	.	"text p. 57-58, 136-137, 143, 145-149, 153"	citation	Teal1959	3	=	=	.	.	
Lockwood1967	4.3	Uca pugnax	.	"text p. 57-58, 136-137, 143, 145-149, 153"	citation	Vernberg1959.3	2	=	=	.	.	
Lockwood1967	4.4	Uca pugnax	.	"text p. 57-58, 136-137, 143, 145-149, 153"	citation	Brown1954.2	2	=	=	.	.	
Lockwood1967	4.5	Uca pugnax	.	"text p. 57-58, 136-137, 143, 145-149, 153"	citation	Webb1961	1	=	=	.	.	
Lockwood1967	4.6	Uca pugnax	.	"text p. 57-58, 136-137, 143, 145-149, 153"	citation	Webb1958	1	=	=	.	.	
Lockwood1967	4.7	Uca pugnax	.	"text p. 57-58, 136-137, 143, 145-149, 153"	citation	Gray1957	2	=	=	.	.	
Lockwood1967	5.1	Uca rapax	.	"text p. 137-138, 140, 143-144"	citation	Vernberg1959.2	2	=	=	.	.	
Lockwood1967	5.2	Uca rapax	.	"text p. 137-138, 140, 143-144"	citation	Vernberg1959.3	1	=	=	.	.	
Bartell1967.3	1	Uca pugilator	.	"text p. 812-815, 822"	n/a	.	.	pugilator	<	No location given for specimens	.	
Miller1967	1	Uca rapax	.	text p. 766	location	"Florida, USA"	.	rapax	<	.	.	
Miller1967	2	Uca thayeri	.	text p. 766	location	"Florida, USA"	.	thayeri	<	.	.	
Miller1967	3	Uca minax	.	text p. 766	location	"Florida, USA"	.	minax	<	.	.	
Miller1967	4.1	Uca pugnax	.	text p. 766	location	"Florida, USA"	.	pugnax	<	.	.	
Miller1967	4.2	Uca pugnax	.	text p. 766	citation	Passano1960	1	=	=	.	.	
Barnwell967	1	.	fiddler crabs	text p. 768	n/a	.	.	>Uca	<	.	.	
Wright1967	1	Uca	.	text p. 769	n/a	.	.	>Uca	<	.	.	
Salmon1967.2	1	Uca	.	text p. 769	n/a	.	.	>Uca	<	.	.	
Schone1967	1	.	fiddler crabs	text p. 770	n/a	.	.	>Uca	<	.	.	
Herrnkind1967	1	Uca pugilator	sand fiddler crab	text p. 768-769	n/a	.	.	pugilator	<	.	.	
Vernberg1967.2	1	Uca pugilator	.	text p. 194	location	"Beaufort, North Carolina, USA"	.	pugilator	<	.	.	
Vernberg1967.2	2.1	Uca rapax	.	text p. 194	location	"Florida, USA"	.	rapax	<	.	.	
Vernberg1967.2	2.2	Uca rapax	.	text p. 194	location	Puerto Rico	.	rapax	<	.	.	
Macnae1967	1	Uca lactea	.	"text p. 434, 436, 439"	location	"Townsville, Queensland, Australia"	.	perplexa	>MSR:geography	.	.	
Macnae1967	2	Uca bellator	.	"text p. 434, 436, 439"	location	"Townsville, Queensland, Australia"	.	signata	>MSR:geography	.	.	
Macnae1967	3	Uca dussumieri	.	"text p. 434, 436"	location	"Townsville, Queensland, Australia"	.	dussumieri	<	.	.	
Macnae1967	4	Uca coarctata	.	text p. 436	location	"Townsville, Queensland, Australia"	.	coarctata	<	.	.	
Macnae1967	5	Uca vocans	.	text p. 437	location	"Townsville, Queensland, Australia"	.	vomeris	>MSR:geography	.	.	
Macnae1967	6	Uca universa	.	text p. 439	location	Southeastern Africa	.	inversa	>MSR	typo	.	
Macnae1967	7	Uca longidigitum	.	text p. 440	location	"Brisbane, Queensland, Australia"	.	longidigitum	<	.	.	
Macnae1967	8	Uca inversa	.	text p. 440	location	"Inhaca Island, Mozambique"	.	inversa	<	.	.	
Coelho1967	1	Uca maracoani	tesoura	"text p. 81-82, 84, 86"	location	"Pernambuco, Brazil"	.	maracoani	<	.	.	
Coelho1967	2	Uca leptodactyla	xié	"text p. 81-82, 84, 86-87"	location	"Pernambuco, Brazil"	.	leptodactyla	<	.	.	
Coelho1967	3	Uca rapax	xié	"text p. 81-82, 84, 86"	location	"Pernambuco, Brazil"	.	rapax	<	.	.	
Coelho1967	4	Uca mordax	xié	"text p. 81-82, 84"	location	"Pernambuco, Brazil"	.	mordax	<	.	.	
Coelho1967	5	Uca thayeri	xié	"text p. 81-82, 84, 86"	location	"Pernambuco, Brazil"	.	thayeri	<	.	.	
Fingerman1967.2	1.1	Uca pugilator	.	text p. 183-192	citation	Carlson1935	1	=	=	.	.	
Fingerman1967.2	1.2	Uca pugilator	.	text p. 183-192	citation	Sandeen1950	1	=	=	.	.	
Fingerman1967.2	1.3	Uca pugilator	.	text p. 183-192	citation	Brown1950	1	=	=	.	.	
Fingerman1967.2	1.4	Uca pugilator	.	text p. 183-192	citation	Fingerman1966.1	1	=	=	.	.	
Fingerman1967.2	1.5	Uca pugilator	.	text p. 183-192	citation	Brown1940	1	=	=	.	.	
Fingerman1967.2	1.6	Uca pugilator	.	text p. 183-192	citation	Brown1951.2	.	=	=	.	.	
Fingerman1967.2	1.7	Uca pugilator	.	text p. 183-192	location	"Woods Hole, Massachusetts, USA"	.	pugilator	<	.	.	
Rao1967.3	1.1	Uca pugilator	.	text p. 232-236	location	"Panacea, Florida, USA"	.	?	.	"Could be either <em class=""species"">Uca pugilator, U. panacea,</em> or a mix of both."	.	
Rao1967.3	1.2	Uca pugilator	.	text p. 232-236	citation	Kleinholz1965	1	=	=	.	.	
Rao1967.3	2	Uca	.	text p. 232	citation	Sandeen1950	0	>Uca	<	.	.	
vonHagen1967.1	1.1	Uca	.	text p. 177-178	citation	GuinotDumortier1960	0	>Uca	<	.	.	
vonHagen1967.1	1.2	Uca	.	text p. 177-178	citation	Altevogt1966	0	>Uca	<	.	.	
vonHagen1967.1	2.1	Uca tangeri	.	text p. 177	citation	vonHagen1962.1	1	=	=	.	.	
vonHagen1967.1	2.2	Uca tangeri	.	text p. 177	citation	Altevogt1964.1	2	=	=	.	.	
vonHagen1967.1	2.3	Uca tangeri	.	text p. 177	citation	Altevogt1966	.	=	=	.	.	
vonHagen1967.1	3	Uca pugilator	.	text p. 177	citation	Salmon1965	1	=	=	.	.	
vonHagen1967.1	4	Uca maracoani	.	text p. 177	location	Trinidad	.	maracoani	<	.	.	
vonHagen1967.1	5	Uca major	.	text p. 177	location	Trinidad	.	major	<	.	.	
vonHagen1967.1	6	Uca thayeri	.	text p. 177	location	Trinidad	.	thayeri	<	.	.	
vonHagen1967.1	7	Uca vocator	.	text p. 177	location	Trinidad	.	vocator	<	.	.	
vonHagen1967.1	8	Uca rapax	.	text p. 177	location	Trinidad	.	rapax	<	.	.	
vonHagen1967.1	9	Uca mordax	.	text p. 177	location	Trinidad	.	mordax	<	.	.	
vonHagen1967.1	10	Uca affinis	.	text p. 177	location	Trinidad	.	burgersi	Crane1975	.	.	
vonHagen1967.1	11	Uca cumulanta	.	text p. 177	location	Trinidad	.	cumulanta	<	.	.	
vonHagen1967.1	12	Uca leptodactyla	.	text p. 177	location	Trinidad	.	leptodactyla	<	.	.	
Alvarez1968	1.1	Uca tangeri	.	"text p. 415, 419; figure 138"	location	Spain	.	tangeri	<	.	.	
Alvarez1968	1.2	Uca tangeri	.	"text p. 415, 419; figure 138"	citation	Eydoux1835	1	=	=	.	.	
Alvarez1968	1.3	Uca tangeri	.	"text p. 415, 419; figure 138"	citation	Heller1863	2	=	=	.	.	
Alvarez1968	1.4	Uca tangeri	.	"text p. 415, 419; figure 138"	citation	Carus1885	2	=	=	.	.	
Alvarez1968	1.5	Uca tangeri	.	"text p. 415, 419; figure 138"	citation	Nobre1936	1	=	=	.	.	
Alvarez1968	1.6	Uca tangeri	.	"text p. 415, 419; figure 138"	citation	MirandayRivera1933.1	1	=	=	.	.	
Alvarez1968	1.7	Uca tangeri	.	"text p. 415, 419; figure 138"	citation	MirandayRivera1933.2	.	=	=	.	.	
Alvarez1968	1.8	Uca tangeri	.	"text p. 415, 419; figure 138"	citation	Bouvier1940	1	=	=	.	.	
Alvarez1968	1.9	Uca tangeri	.	"text p. 415, 419; figure 138"	citation	Monod1956	1	=	=	.	.	
Barnwell1968.1	1.1	Uca pugilator	.	"text p. 221-223, 229-233"	citation	Brown1948.1	1	=	=	.	.	
Barnwell1968.1	1.2	Uca pugilator	.	"text p. 221-223, 229-233"	citation	Rathbun1918.2	15	=	=	.	.	
Barnwell1968.1	1.3	Uca pugilator	.	"text p. 221-223, 229-233"	citation	Crane1943.3	3	=	=	.	.	
Barnwell1968.1	1.4	Uca pugilator	.	"text p. 221-223, 229-233"	citation	Teal1958	2	=	=	.	.	
Barnwell1968.1	1.5	Uca pugilator	.	"text p. 221-223, 229-233"	citation	Miller1961	1	=	=	.	.	
Barnwell1968.1	1.6	Uca pugilator	.	"text p. 221-223, 229-233"	citation	Brown1950	1	=	=	.	.	
Barnwell1968.1	1.7	Uca pugilator	.	"text p. 221-223, 229-233"	citation	Orr1955	1	=	=	.	.	
Barnwell1968.1	2.1	Uca galapagensis herradurensis	.	"text p. 221-227, 229-233"	location	"Pacific coast, Costa Rica"	.	herradurensis	<	.	.	
Barnwell1968.1	2.2	Uca galapagensis herradurensis	.	"text p. 221-227, 229-233"	citation	Bott1954	11	=	=	.	.	
Barnwell1968.1	2.3	Uca galapagensis herradurensis	.	"text p. 221-227, 229-233"	citation	Crane1941	7	=	=	.	.	
Barnwell1968.1	3.1	Uca zacae	.	"text p. 221-223, 227-233"	location	"Pacific coast, Costa Rica"	.	zacae	<	.	.	
Barnwell1968.1	3.2	Uca zacae	.	"text p. 221-223, 227-233"	citation	Crane1941	6	=	=	.	.	
Barnwell1968.1	4.1	Uca pugnax	.	"text p. 221-223, 228-233"	location	"Woods Hole, Massachusetts, USA"	.	pugnax	<	.	.	
Barnwell1968.1	4.2	Uca pugnax	.	"text p. 221-223, 228-233"	citation	Crane1943.3	1	=	=	.	.	
Barnwell1968.1	5	Uca macrodactyla	.	text p. 221-222	citation	Rathbun1918.2	17	=	=	.	.	
Barnwell1968.1	6	Uca rapax	.	text p. 231	citation	Barnwell1963.2	7	=	=	.	.	
Barnwell1968.1	7	Uca maracoani	.	text p. 231	citation	Barnwell1963.2	5	=	=	.	.	
Bott1968	1	Uca (Minuca) tangeri	.	text p. 168	specimen	Angola	.	tangeri	<	.	.	
Herrnkind1968.1	1.1	Uca pugilator	.	text p. 5-134	location	"Miami, Florida, USA"	.	pugilator	<	.	.	
Herrnkind1968.1	1.2	Uca pugilator	.	text p. 5-134	citation	Herrnkind1965	.	=	=	.	.	
Herrnkind1968.1	2.1	Uca tangeri	.	"text p. 7-8, 27, 58, 78, 103, 118, 120-121, 123-124"	citation	Altevogt1959.1	1	=	=	.	.	
Herrnkind1968.1	2.2	Uca tangeri	.	"text p. 7-8, 27, 58, 78, 103, 118, 120-121, 123-124"	citation	Altevogt1965.2	1	=	=	.	.	
Herrnkind1968.1	2.3	Uca tangeri	.	"text p. 7-8, 27, 58, 78, 103, 118, 120-121, 123-124"	citation	Altevogt1964.2	1	=	=	.	.	
Herrnkind1968.1	2.4	Uca tangeri	.	"text p. 7-8, 27, 58, 78, 103, 118, 120-121, 123-124"	citation	Altevogt1963.1	1	=	=	.	.	
Herrnkind1968.1	2.5	Uca tangeri	.	"text p. 7-8, 27, 58, 78, 103, 118, 120-121, 123-124"	citation	Korte1966	1	=	=	.	.	
Herrnkind1968.2	1.1	Uca pugilator	.	text p. 214-222	location	"Miami, Florida, USA"	.	pugilator	<	"Location is not specified in this publication, but is known from other works"	.	
Herrnkind1968.2	1.2	Uca pugilator	.	text p. 214-222	citation	Hyman1920.2	1	=	=	.	.	
Herrnkind1968.2	1.3	Uca pugilator	.	text p. 214-222	citation	Pearse1914.2	3	=	=	.	.	
Herrnkind1968.2	1.4	Uca pugilator	.	text p. 214-222	citation	Hyman1920.1	1	=	=	.	.	
Herrnkind1968.2	1.5	Uca pugilator	.	text p. 214-222	citation	Teal1958	2	=	=	.	.	
Herrnkind1968.2	2	Uca maracoani	.	text p. 217	citation	Crane1958	1	=	=	.	.	
Herrnkind1968.2	3	Uca tangeri	.	text p. 221	citation	vonHagen1962.1	1	=	=	.	.	
Herrnkind1968.3	1.1	Uca pugilator	sand fiddler crab	text p. 585-590	citation	Hyman1920.1	1	=	=	.	.	
Herrnkind1968.3	1.2	Uca pugilator	sand fiddler crab	text p. 585-590	citation	Williams1965	4	=	=	.	.	
Herrnkind1968.3	1.3	Uca pugilator	sand fiddler crab	text p. 585-590	citation	Salmon1962.2	1	=	=	.	.	
Herrnkind1968.3	1.4	Uca pugilator	sand fiddler crab	text p. 585-590	citation	Hyman1920.2	1	=	=	.	.	
Herrnkind1968.3	1.5	Uca pugilator	sand fiddler crab	text p. 585-590	location	"Florida, USA"	<	pugilator	<	.	.	
Herrnkind1968.3	2.01	Uca	fiddler crab	text p. 585-586	citation	Altevogt1955.1	0	>Uca	<	.	.	
Herrnkind1968.3	2.02	Uca	fiddler crab	text p. 585-586	citation	Altevogt1955.1	0	>Uca	<	.	.	
Herrnkind1968.3	2.03	Uca	fiddler crab	text p. 585-586	citation	Burkenroad1947	0	>Uca	<	.	.	
Herrnkind1968.3	2.04	Uca	fiddler crab	text p. 585-586	citation	Dembowski1926	0	>Uca	<	.	.	
Herrnkind1968.3	2.05	Uca	fiddler crab	text p. 585-586	citation	Gray1942	0	>Uca	<	.	.	
Herrnkind1968.3	2.06	Uca	fiddler crab	text p. 585-586	citation	Hyman1920.1	0	>Uca	<	.	.	
Herrnkind1968.3	2.07	Uca	fiddler crab	text p. 585-586	citation	Hyman1920.2	0	>Uca	<	.	.	
Herrnkind1968.3	2.08	Uca	fiddler crab	text p. 585-586	citation	Pearse1914.2	0	>Uca	<	.	.	
Herrnkind1968.3	2.09	Uca	fiddler crab	text p. 585-586	citation	Williams1965	0	>Uca	<	.	.	
Herrnkind1968.3	2.1	Uca	fiddler crab	text p. 585-586	citation	Altevogt1959.1	0	>Uca	<	.	.	
Herrnkind1968.3	2.11	Uca	fiddler crab	text p. 585-586	citation	Crane1958	0	>Uca	<	.	.	
Herrnkind1968.3	2.12	Uca	fiddler crab	text p. 585-586	citation	Fingerman1957	0	>Uca	<	.	.	
Herrnkind1968.3	2.13	Uca	fiddler crab	text p. 585-586	citation	vonHagen1962.1	0	>Uca	<	.	.	
